ARUD59X1187FB47DBD <sep> Dog Day <sep> 0.396481 <sep> Halifax, Nova Scotia, CA
AR5B1G51187B9B431B <sep> Kevin Drew <sep> 0.363277 <sep> Toronto, Ontario, CA
ART8NK31187B98CAC2 <sep> The Hot Springs <sep> 0.321596 <sep> Montreal,Canada
ARI5PJR1187FB4C86F <sep> Julie Sokolow <sep> 0.344718 <sep> Pittsburgh, PA, US
ARXYMTO1187B99C64B <sep> Swan Lake <sep> 0.448296 <sep> Canada
ARTIVSA1187FB42348 <sep> Tap Tap <sep> 0.403864 <sep> Reading, England, GB
AREPQG81187B9A8B8F <sep> The Workhouse <sep> 0.348214 <sep> London, England, GB
ARUKIC21187B997B0C <sep> Ghosts and Vodka <sep> 0.414434 <sep> Chicago, IL, US
ARG92Q41187FB36E1E <sep> Maor Levi <sep> 0.4475 <sep> Israel
AR9H2AY1187B9AA065 <sep> Mark Pledger <sep> 0.319109 <sep> London, England, GB
AR7TPBP1187FB52825 <sep> Arnej <sep> 0.482 <sep> Toronto, Ontario, CA
ARTACN81187B98B306 <sep> Smith & Pledger <sep> 0.349568 <sep> Methuen, MA, US
ARDLS0D1187B9A51F3 <sep> Nitrous Oxide <sep> 0.451832 <sep> Kuala Lumpur, Kuala Lumpur, MY
ARFDMNQ1187B9AAACA <sep> Parker & Hanson <sep> 0.41895 <sep> Philadelphia, PA, US
ARVD8VK1187B98DE08 <sep> M6 <sep> 0.390746 <sep> Los Angeles, CA, US
ARVMBPP11E2835C0ED <sep> Andy Blueman <sep> 0.442528 <sep> Slovenia
ARDLEWR119B866906A <sep> Sebastian Brandt <sep> 0.441981 <sep> Helsingborg, Skane, SE
AR274J51187FB479EF <sep> Rex Mundi <sep> 0.424963 <sep> Glasgow, Scotland, GB
AR7P9F51187B98C2C5 <sep> Xasthur <sep> 0.472589 <sep> Alhambra, CA, US
AR571EH1187B98F500 <sep> Mortiis <sep> 0.445633 <sep> Notodden, Telemark Fylke, NO
ARITORG1187FB3ADA3 <sep> England Dan & John Ford Coley <sep> 0.415489 <sep> Austin, TX, US
ARYCUWT1187B98AFF4 <sep> Max Romeo <sep> 0.478893 <sep> St. D'Acre, Saint Ann, JM
ARIHI8H1187B9B0058 <sep> Jackie Edwards <sep> 0.377718 <sep> New York, NY, US
ARKE6XC1187B991839 <sep> Merche <sep> 0.463545 <sep> Columbus, OH, US
ARY0SM01187B9B43C3 <sep> Beatriz Luengo <sep> 0.444289 <sep> Madrid, Madrid, ES
AR2Z1HF1187FB510E8 <sep> Edurne <sep> 0.401077 <sep> Madrid, Madrid, ES
ARV3Q7L1187B98A3A5 <sep> Chenoa <sep> 0.44847 <sep> Mar del Plata, Buenos Aires, AR
ARMK3C21187B98D02B <sep> Private <sep> 0.361908 <sep> Denmark
ARC91C2119B866835D <sep> Sam Sparro <sep> 0.490872 <sep> Sydney, New South Wales, AU
AR3TRNJ1187B9AE8AB <sep> Katrina and the Waves <sep> 0.354846 <sep> Cambridge, England, GB
ARHYIN41187B98CFD9 <sep> Men Without Hats <sep> 0.495341 <sep> Montreal, Quebec, CA
AR0KY3F1187B991D13 <sep> After the Fire <sep> 0.369655 <sep> London, England, GB
AR9TJDR1187B9AC0D3 <sep> Taco <sep> 0.420765 <sep> Germany
ARI49UF1187B9B7438 <sep> Jay-Jay Johanson <sep> 0.479962 <sep> Trollhattan, Vastra Gotaland, SE
AR0YIO81187FB39F86 <sep> Barbara Morgenstern <sep> 0.427167 <sep> Berlin, Berlin, DE
AREQRHG1187FB4D2B5 <sep> Dot Allison <sep> 0.390722 <sep> Edinburgh, Scotland, GB
ARJAI4L1187FB504DE <sep> Elsiane <sep> 0.453016 <sep> Montreal, Quebec, CA
AR6ELQO1187B9AC8AF <sep> Perry Blake <sep> 0.349652 <sep> Sligo, IE
ARKGRDU1187FB5ABCD <sep> Bang Gang <sep> 0.453776 <sep> Reykjavik, Reykjavik, IS
ARGZJW01187FB5A160 <sep> FlyKKiller <sep> 0.357536 <sep> Poland
ARXDT441187B9A785F <sep> Mandalay <sep> 0.421681 <sep> United Kingdom
AR81FA81187B9A45D0 <sep> Baxter <sep> 0.436882 <sep> Sweden
AR6TW8G119B8668BA1 <sep> The Japanese Popstars <sep> 0.419684 <sep> Dungannon, Northern Ireland, GB
ARJZPMG12086C111BC <sep> Ibrahím Ferrer <sep> 0.445253 <sep> San Luis, Santiago de Cuba, CU
ARWGY6U1187B98B228 <sep> Orquesta Sublime <sep> 0.302597 <sep> Cuba
AR7J49E1187FB486E6 <sep> Omara Portuondo <sep> 0.457279 <sep> Havana, Ciudad de la Habana, CU
ARGUVEV1187B98BA17 <sep> Sierra Maestra <sep> 0.375673 <sep> Cuba
ARFJD5L1187B9A30BA <sep> Los Van Van <sep> 0.367571 <sep> Cuba
ARZXZ731187B9B8813 <sep> Rubén González <sep> 0.470839 <sep> Santa Clara, Villa Clara, CU
ARZXC9Y1187FB57133 <sep> The Afro-Cuban All Stars <sep> 0.367928 <sep> Cuba
ARYTLZQ1187FB4DC7A <sep> Compay Segundo <sep> 0.459538 <sep> Santiago de Cuba, Santiago de Cuba, CU
ARNITNO1187FB555D3 <sep> Arturo Sandoval <sep> 0.445361 <sep> Artemisa, La Habana, CU
ARPXPKA1187B9B0E41 <sep> Soneros de Verdad <sep> 0.353389 <sep> Cuba
AR6VHAM1187B99BA83 <sep> Eliades Ochoa <sep> 0.442596 <sep> Songo la Maya, Santiago de Cuba, CU
ARR94U11187B99E503 <sep> A1 <sep> 0.457528 <sep> Norway
ARU9Z5L1187B9B0949 <sep> Bros <sep> 0.329578 <sep> Camberley, England, GB
ARKUEBE11C8A421DE8 <sep> Pomegranates <sep> 0.462389 <sep> Cincinnati, OH, US
ARONQXK122BCFC9386 <sep> Band of Skulls <sep> 0.502937 <sep> Southampton, England, GB
AR4BDVW1187B9B5310 <sep> The Duke Spirit <sep> 0.438606 <sep> London, England, GB
ARXBUHE12472CE340D <sep> Hurricane Bells <sep> 0.390544 <sep> New York, NY, US
ARQO0711187FB48209 <sep> One Eskimo <sep> 0.378237 <sep> London, England, GB
ARS8JXH1187B998E41 <sep> Red Cafe <sep> 0.49276 <sep> United States
ARWWWTS122BCFCA469 <sep> Uncle Murda <sep> 0.427814 <sep> Brooklyn, New York, NY, US
AROUOY11187B99DE01 <sep> Grafh <sep> 0.376374 <sep> South Jamaica, New York, NY, US
ARQIA9N1187FB38775 <sep> Dolla <sep> 0.452076 <sep> Atlanta, GA, US
ARDA1X21187FB3DA68 <sep> Faust <sep> 0.434806 <sep> Wümme, Lower Saxony, DE
AR2M3R41187B9A9884 <sep> Frank Zappa <sep> 0.515684 <sep> Baltimore, MD, US
ARI5APR1187B9903DB <sep> Yoko Ono <sep> 0.491127 <sep> Tokyo, Tokyo Prefecture, JP
AR1YNET1187FB3BE6C <sep> The Departure <sep> 0.427621 <sep> Northampton, England, GB
ARONDPD1187B9A93C3 <sep> Nine Black Alps <sep> 0.426051 <sep> Manchester, England, GB
ARJZJJL1187FB507BE <sep> Magnetic Man <sep> 0.467526 <sep> United Kingdom
AR4GI3U1187B9B9786 <sep> El Cuarteto de Nos <sep> 0.450826 <sep> Montevideo, Montevideo, UY
ARCCNHE1187FB40465 <sep> Pimpinela <sep> 0.371431 <sep> Buenos Aires, Autonomous City of Buenos Aires, AR
ARDPJFP1187FB3D5AB <sep> Obrint Pas <sep> 0.475189 <sep> Valencia, Valencia, ES
ARS99FV1187FB501FE <sep> The Potbelleez <sep> 0.444863 <sep> Sydney, New South Wales, AU
AR6HXY21187B9B3FBA <sep> Mojo Nixon <sep> 0.383794 <sep> Chapel Hill, NC, US
ARLGYCV11F50C51467 <sep> Legendary Shack*Shakers <sep> 0.38068 <sep> Nashville, TN, US
ARPKK761187FB4D53C <sep> The Ataris <sep> 0.455573 <sep> Anderson, IN, US
AR4KR951187B98CB24 <sep> Boss Hog <sep> 0.367696 <sep> New York, NY, US
AR3GWVU1187FB3A9A2 <sep> The Comsat Angels <sep> 0.416992 <sep> Sheffield, England, GB
ARYN4771187FB55D03 <sep> And Also The Trees <sep> 0.471742 <sep> Worcestershire, England, GB
ARXPRTI1187B993A90 <sep> Breathless <sep> 0.366106 <sep> London, England, GB
AR9M06G1187B99A32B <sep> Roger Hodgson <sep> 0.458974 <sep> Portsmouth, England, GB
AR8MA9B1187FB59374 <sep> Manfred Mann's Earth Band <sep> 0.430076 <sep> England, GB
AR0DYTO1187FB4B6AE <sep> Loney, Dear <sep> 0.457973 <sep> Jönköping, Jonkoping, SE
ARRPMC11187B9ABCDE <sep> Timo Räisänen <sep> 0.425615 <sep> Gothenburg,Sweden
ARKHI7M1187FB3ABB0 <sep> Million Dead <sep> 0.401576 <sep> London, England, GB
AR7SDYW1187B9AE835 <sep> InMe <sep> 0.381594 <sep> Brentwood, England, GB
ARTI3YG1187B989026 <sep> Far <sep> 0.444404 <sep> Sacramento, CA, US
ARQT9OZ1187B9AF8B7 <sep> The Lucky Nine <sep> 0.347552 <sep> London, England, GB
ARFG2HF1187FB3D4EC <sep> Feeder <sep> 0.44369 <sep> Newport, Wales, GB
AR18GA81187FB45D90 <sep> These New Puritans <sep> 0.442682 <sep> Southend-on-Sea, England, GB
ARD6BNJ1187B9A8BDE <sep> Sunloverz <sep> 0.418529 <sep> Aachen, North Rhine-Westphalia, DE
ARV8M2V11C8A42B291 <sep> Dave Darell <sep> 0.421832 <sep> Delaware, US
ARQSLY61187FB490F0 <sep> The Ian Carey Project <sep> 0.388924 <sep> Miami, FL, US
ARAUXWK1187FB54C3E <sep> Picco <sep> 0.366465 <sep> Delaware, US
AR5L7XH119B3403780 <sep> Forest City Lovers <sep> 0.373331 <sep> Toronto,Canada
AR3SDNY1187B991573 <sep> Youth Group <sep> 0.457213 <sep> Sydney, New South Wales, AU
AROOOBI1187FB468E9 <sep> The Winks <sep> 0.334261 <sep> Greenville, SC, US
ARLV6J11187B9B8A8F <sep> Cuff the Duke <sep> 0.405528 <sep> Oshawa, Ontario, CA
AR59GKK1187FB4B92F <sep> The Acorn <sep> 0.437876 <sep> Ottawa, Ontario, CA
ARH0H691187B9A2D38 <sep> Snailhouse <sep> 0.431092 <sep> Montreal, Quebec, CA
ARV5K1K1187B9B4395 <sep> Jason Collett <sep> 0.465042 <sep> Toronto, Ontario, CA
ARZU1UO1187B9A90A9 <sep> Two Hours Traffic <sep> 0.386118 <sep> Charlottetown, Prince Edward Island, CA
ARUR1511187FB3DCB2 <sep> Tommy Trash <sep> 0.449306 <sep> Sydney, New South Wales, AU
AR8BZCC11C8A41503F <sep> Ernie Halter <sep> 0.427356 <sep> Los Angeles, CA, US
AR3USQW1187FB4A90D <sep> Bebo Norman <sep> 0.466711 <sep> Columbus, GA, US
AR9SDR11187FB41FB2 <sep> Veto <sep> 0.445056 <sep> Arhus, Midtjylland, DK
ARP72BU1187B99CD9A <sep> WhoMadeWho <sep> 0.491908 <sep> Copenhagen, Hovedstaden, DK
AR21P9C1187B995E8C <sep> Oh No Ono <sep> 0.419238 <sep> Aalborg, Nordjylland, DK
ARJIV05119B3403AF3 <sep> Lulu Rouge <sep> 0.455127 <sep> Copenhagen, Hovedstaden, DK
ARGNU6U119B866815E <sep> Choir of Young Believers <sep> 0.595057 <sep> Copenhagen, Hovedstaden, DK
ARV74801187B9AD76B <sep> The Sunshine Underground <sep> 0.437562 <sep> Leeds, England, GB
ARFPTRE12086C11681 <sep> Krause <sep> 0.34298 <sep> Netherlands
AROMFJY1187B99E153 <sep> Rumpistol <sep> 0.429353 <sep> Copenhagen, Hovedstaden, DK
ARE6HGF1187B9A5E97 <sep> moi Caprice <sep> 0.430313 <sep> Denmark
ARX0MBR1187FB3C2B7 <sep> Diefenbach <sep> 0.37605 <sep> Copenhagen, Hovedstaden, DK
AR9M44I1187FB3BFB8 <sep> epo-555 <sep> 0.357464 <sep> Copenhagen, Hovedstaden, DK
ARHRMYH1187B9A675B <sep> Mew <sep> 0.499293 <sep> Hellerup, Hovedstaden, DK
AR0F2WH1187B99C65A <sep> The Kissaway Trail <sep> 0.435808 <sep> Odense, Syddanmark, DK
ARRHVQF1187FB3FB91 <sep> Slaraffenland <sep> 0.395964 <sep> Copenhagen, Hovedstaden, DK
AROFGAP1187B98CD72 <sep> Tim Christensen <sep> 0.443413 <sep> Copenhagen, Hovedstaden, DK
AR5GIG31187B9B2EB1 <sep> Carpark North <sep> 0.435612 <sep> Denmark
ARN3D4G1187FB4CF71 <sep> Ambulance LTD <sep> 0.449876 <sep> East Harlem, New York, NY, US
AR9DTNK1187FB3B56A <sep> Lapko <sep> 0.521143 <sep> Finland
ARQ79OQ1187B99961E <sep> Lansing-Dreiden <sep> 0.381579 <sep> Miami, FL, US
AR4EZ2Q1187B9AC409 <sep> The Delgados <sep> 0.426714 <sep> Hamilton, Scotland, GB
AR219YV1187FB3CBF2 <sep> Autumn's Grey Solace <sep> 0.44997 <sep> Florida, US
AR6IOFK1187FB3A52A <sep> Damn Seagulls <sep> 0.366942 <sep> Helsinki, Uusimaa, FI
AR2WOFC1187FB38977 <sep> Rubik <sep> 0.404876 <sep> Finland
ARPDB6D1187B98E6E4 <sep> Disco Ensemble <sep> 0.505304 <sep> Ulvila, Satakunta, FI
ARMBQTQ1187FB3A6DB <sep> Deep Insight <sep> 0.309507 <sep> Kokkola, Central Ostrobothnia, FI
AROWQNX1187B99005B <sep> Liekki <sep> 0.365101 <sep> Finland
AR4JA441187FB3F6EF <sep> Happoradio <sep> 0.45049 <sep> Helsinki, Uusimaa, FI
ARZF9IJ1187B9B0A4C <sep> Sara <sep> 0.473388 <sep> Kaskinen, Ostrobothnia, FI
ARYOKIG1187B9A4EEE <sep> Tehosekoitin <sep> 0.377656 <sep> Finland
ARV4X2H1187FB50145 <sep> CMX <sep> 0.434994 <sep> Tornio, Lapland, FI
ARJN87J119B8668467 <sep> Downstairs <sep> 0.374159 <sep> Helsinki, Uusimaa, FI
ARYF9O61187FB524D4 <sep> Risto <sep> 0.444262 <sep> Finland
ARCYHVO1187FB5ADB8 <sep> Stella <sep> 0.434278 <sep> Singapore
ARPPD521187B98C0C2 <sep> Scandinavian Music Group <sep> 0.457428 <sep> Helsinki, Uusimaa, FI
ARBZ4IY1187B99505C <sep> Sweatmaster <sep> 0.390948 <sep> Turku, Finland Proper, FI
AR54S1V1187B999812 <sep> Whitey <sep> 0.541445 <sep> Hollywood, Los Angeles, CA, US
ARZSUU61187FB55A5E <sep> Joakim <sep> 0.429465 <sep> Paris, Ile-de-France, FR
ARYFO5R1187B9AC076 <sep> The Glimmers <sep> 0.411012 <sep> Ghent, Oost-Vlaanderen, BE
ARCZXR51187FB58307 <sep> tomboy <sep> 0.428063 <sep> New York, NY, US
ARDSTVW12086C17782 <sep> Natalie Clein <sep> 0.332372 <sep> United Kingdom
AR3SC0Z1187B98C19F <sep> Arturo Benedetti Michelangeli <sep> 0.360127 <sep> Brescia, Lombardy, IT
ARG46KW1187FB4A8DB <sep> Julian Lloyd Webber <sep> 0.32669 <sep> London, England, GB
AR6H7D01187B9B0ABC <sep> Pieter Wispelwey <sep> 0.417253 <sep> Netherlands
AR0RULM1187B9A1D7A <sep> Harry James <sep> 0.441322 <sep> United States
ARVW3BR1187FB3C784 <sep> Artie Shaw <sep> 0.43971 <sep> New York, NY, US
AR3BIIK1187B9AF804 <sep> Woody Herman <sep> 0.3856 <sep> Milwaukee, WI, US
ARYFVWA1187FB48352 <sep> Stan Kenton <sep> 0.374244 <sep> Los Angeles, CA, US
ARNMFYH1187FB58BE9 <sep> Jimmy Dorsey <sep> 0.321621 <sep> Shenandoah, PA, US
ARI0AB01187B9B7D94 <sep> Les Brown <sep> 0.32493 <sep> Reinerton, PA, US
ARMHQF11187B9A3A04 <sep> Tex Beneke <sep> 0.309856 <sep> Fort Worth, TX, US
ARGZVK01187FB48274 <sep> The Higher <sep> 0.448613 <sep> Las Vegas, NV, US
ARS3P6E1187FB56864 <sep> Cinematic Sunrise <sep> 0.460501 <sep> Detroit, MI, US
ARMECKL11E2835D9F5 <sep> Condo Fucks <sep> 0.327985 <sep> Hoboken, NJ, US
ARKFC2X1187B9A03DC <sep> Japanther <sep> 0.415603 <sep> Brooklyn, New York, NY, US
ARQZLCM12086C16EFC <sep> Cymbals Eat Guitars <sep> 0.456059 <sep> Staten Island, New York, NY, US
AR3YSKB11C8A415894 <sep> Crystal Antlers <sep> 0.463954 <sep> Long Beach, CA, US
ARRHYTI1187FB3FABF <sep> Justin Warfield <sep> 0.347486 <sep> United States
ARWXN5D1187FB470CF <sep> Buck 65 <sep> 0.46101 <sep> Halifax, Nova Scotia, CA
AR9D5VN1187FB4AB07 <sep> Doseone <sep> 0.444618 <sep> Oakland, CA, US
AR5IOWX1187B9ACB27 <sep> cLOUDDEAD <sep> 0.426628 <sep> Cincinnati, OH, US
ARNVM131187B990D2B <sep> Themselves <sep> 0.422264 <sep> California, US
AR2NCEA1187FB5C56D <sep> Sole <sep> 0.366576 <sep> Portland, ME, US
AR14H7M1187FB4716C <sep> Do Make Say Think <sep> 0.453926 <sep> Toronto, Ontario, CA
ARNX9R41187FB39BEF <sep> The American Dollar <sep> 0.480011 <sep> Queens, New York, NY, US
ARFN7ZE1187B9B1D11 <sep> Rachel's <sep> 0.432334 <sep> Louisville, KY, US
AR1JEBS1187B9966F8 <sep> EF <sep> 0.422849 <sep> Gothenburg, Vastra Gotaland, SE
ARSPV2T1187FB49E4B <sep> Moving Mountains <sep> 0.455493 <sep> Westchester, NY, US
AR0RD821187B9ADA65 <sep> Shane MacGowan <sep> 0.452566 <sep> Kent, England, GB
ARHGX5K1187B997CBE <sep> Black 47 <sep> 0.437711 <sep> United States
AROBOIW11F4C84748F <sep> Swingin' Utters <sep> 0.380381 <sep> San Francisco, CA, US
ARKP3YJ1187FB381AF <sep> Blue Meanies <sep> 0.383109 <sep> New Orleans, LA, US
ARRO4O51187B993066 <sep> Legion of Green Men <sep> 0.35916 <sep> Burlington, Ontario, CA
ARNMODI1187FB43A0C <sep> Ved Buens Ende <sep> 0.334864 <sep> Oslo, Oslo Fylke, NO
AR7YVSK1187FB546AA <sep> Smohalla <sep> 0.380606 <sep> Aix-en-Provence,France
ARMKITI1187FB4252E <sep> Golden Bear <sep> 0.306342 <sep> Austin, TX, US
ARAUIJP1187FB3DD95 <sep> You Am I <sep> 0.380469 <sep> Sydney, New South Wales, AU
ARA8MJT1187FB5C48A <sep> Faker <sep> 0.413323 <sep> Sydney, New South Wales, AU
ARU81FZ1187B9896DB <sep> Kate Earl <sep> 0.454131 <sep> Chugiak, AK, US
AR4B1LP1187FB55C83 <sep> Juan Diego Flórez <sep> 0.340279 <sep> Peru
AR04M671187B98D51F <sep> Renée Fleming <sep> 0.450559 <sep> New York, NY, US
ARQJHE51187B9974CC <sep> Anna Netrebko <sep> 0.450732 <sep> Vienna, Vienna, AT
ARMHAYW1187FB5B30B <sep> Angela Gheorghiu <sep> 0.32098 <sep> Ad Judul, Vrancea, RO
ARFK68R1187FB467F7 <sep> Giuseppe Verdi <sep> 0.447775 <sep> Roncole, Lombardy, IT
ARXEBQ111C8A415370 <sep> Diana Damrau <sep> 0.338898 <sep> Günzburg, Bavaria, DE
ARBHWJ11187B99653C <sep> Jessye Norman <sep> 0.41594 <sep> Augusta, GA, US
AR9EGET1187B99293A <sep> Trixter <sep> 0.463173 <sep> Paramus, NJ, US
ARS5NKR1187FB4EE96 <sep> Lee "Scratch" Perry <sep> 0.48259 <sep> Kendal, Manchester, JM
AR5WU281187FB49C5F <sep> Johnny Clarke <sep> 0.384778 <sep> Jamaica
ARQT15C1187FB401DD <sep> The Heptones <sep> 0.42262 <sep> Kingston, Saint Andrew, JM
ARA4Y4F1187FB4275C <sep> King Tubby <sep> 0.47559 <sep> Jamaica
AR4Q5ZA1187FB598A6 <sep> Scientist <sep> 0.436545 <sep> Kingston, Saint Andrew, JM
ARD2GXE1187B9A2E26 <sep> Mad Professor <sep> 0.438634 <sep> Georgetown, Demerara-Mahaica, GY
ART02IC1187B994301 <sep> Keith Hudson <sep> 0.370611 <sep> Kingston, Saint Andrew, JM
ARF8ONT1187B9B2EFF <sep> Alpha & Omega <sep> 0.444788 <sep> Los Angeles, CA, US
ARVJTLI1187B9AEEDE <sep> The Viceroys <sep> 0.373225 <sep> Kingston, Saint Andrew, JM
AR0VTQL1187FB4DC86 <sep> Dub Syndicate <sep> 0.432806 <sep> London, England, GB
ARBZCLP1187B99C35B <sep> Prince Far I <sep> 0.345779 <sep> Spanish Town, Saint Catherine, JM
AR5UIX41187FB3F56D <sep> Iris DeMent <sep> 0.366 <sep> Paragould, AR, US
AR8CZ1U1187FB4CED1 <sep> The Be Good Tanyas <sep> 0.44202 <sep> Vancouver, British Columbia, CA
ARX121N1187FB4DF70 <sep> The Everybodyfields <sep> 0.375865 <sep> Johnson City, TN, US
ARL926F1187FB4B9A0 <sep> Bill Kirchen <sep> 0.397199 <sep> Bridgeport, CT, US
AR7F5UG1187B9B4E68 <sep> Richard Buckner <sep> 0.367594 <sep> United States
AR234AX1187FB3BF6B <sep> Ligeia <sep> 0.371371 <sep> Massachusetts, US
ARXIIEY1187FB44EAF <sep> Nights Like These <sep> 0.325322 <sep> Memphis, TN, US
AR04YM81187B99331F <sep> Days Away <sep> 0.383344 <sep> Langhorne, PA, US
ARU4T2N1187B9AA41F <sep> Ever We Fall <sep> 0.358075 <sep> Portland, OR, US
ARH9FYH11A348F0D1D <sep> Ikonika <sep> 0.353807 <sep> United Kingdom
ARZ6G0I1187FB47969 <sep> Todd Edwards <sep> 0.474496 <sep> New Jersey, US
AR1YEFV1187FB3E9D2 <sep> Oliver Huntemann <sep> 0.480976 <sep> Hanover, Lower Saxony, DE
AR8H60G1187FB48B3E <sep> D. Ramirez <sep> 0.369056 <sep> Sheffield, England, GB
ARTQ1PA1187B9B7138 <sep> Umek <sep> 0.472444 <sep> Ljubljana, Ljubljana, SI
ARBDEAF1187FB3EF75 <sep> Daniel Steinberg <sep> 0.458082 <sep> Berlin, Berlin, DE
ARTGS9F1187FB42B3E <sep> Pig & Dan <sep> 0.377468 <sep> Netherlands
ARBEFSJ11F50C4ED89 <sep> Richard Vission <sep> 0.368107 <sep> United States
ARF3Q4D1187FB38F73 <sep> Oliver Koletzki <sep> 0.519141 <sep> Berlin, Berlin, DE
ARZ5B7H1187B9A26C9 <sep> Spektre <sep> 0.424529 <sep> London, England, GB
ARNZDIK1187FB430FF <sep> Marc Romboy <sep> 0.452543 <sep> Dusseldorf, North Rhine-Westphalia, DE
ARH9FJG1187FB4FC0C <sep> Dusty Kid <sep> 0.474533 <sep> Cagliari, Sardinia, IT
ARSEBR71187FB523D6 <sep> Boris Brejcha <sep> 0.481245 <sep> Frankenthal, Rhineland-Palatinate, DE
ARNHYQG1187FB3CEB8 <sep> Zoo Brazil <sep> 0.449061 <sep> Stockholm, Stockholm, SE
ARQI4FH1187FB366DC <sep> Phil Kieran <sep> 0.380792 <sep> Belfast, Northern Ireland, GB
ARRXI1Y1187FB453F6 <sep> Florian Meindl <sep> 0.447005 <sep> Berlin, Berlin, DE
AR1D7AK1187FB3E697 <sep> Thomas Schumacher <sep> 0.453323 <sep> Berlin, Berlin, DE
ARX3X1A1187FB4B353 <sep> Super Flu <sep> 0.458667 <sep> Halle, Saxony-Anhalt, DE
AR9VDMZ1187B9B2E09 <sep> Guy Gerber <sep> 0.439202 <sep> Holon, Tel Aviv, IL
ARR2GZU1187B990D44 <sep> Barem <sep> 0.367081 <sep> Buenos Aires, Autonomous City of Buenos Aires, AR
ARTK0PR1187FB45D28 <sep> Piemont <sep> 0.452082 <sep> Hamburg, Hamburg, DE
AR2AZ5F1187B997B17 <sep> Mihalis Safras <sep> 0.451851 <sep> Athens, Attica, GR
ARIH4CE1187B9AECA0 <sep> Marc Antona <sep> 0.357887 <sep> Paris, Ile-de-France, FR
ARFGEPY122BCFCAE8B <sep> Joseph Capriati <sep> 0.45984 <sep> Caserta, Campania, IT
ARVBBGP11A348F0652 <sep> Heinrichs & Hirtenfellner <sep> 0.380842 <sep> Berlin, Berlin, DE
AR5213O1187B9ACDA7 <sep> Tolga Fidan <sep> 0.436189 <sep> Istanbul, Istanbul, TR
ARXLP211187B9A4445 <sep> Xenia Beliayeva <sep> 0.430073 <sep> Hamburg, Hamburg, DE
ARR84QH1187B9A5879 <sep> Spice 1 <sep> 0.371204 <sep> Corsicana, TX, US
AR7I5OZ1187B98C88F <sep> The Bolshoi <sep> 0.376839 <sep> England, GB
AR0XRO91187FB47173 <sep> Andi Sex Gang <sep> 0.330997 <sep> London, England, GB
AR72HPG1187B9A1496 <sep> The Mission <sep> 0.463684 <sep> Leeds, England, GB
AR2G1B71187B9B1A11 <sep> Dalis Car <sep> 0.345487 <sep> England, GB
AR7JTYV1187FB3B42F <sep> Rosetta Stone <sep> 0.464968 <sep> United Kingdom
AR5B1EB1187B98EE39 <sep> Love Like Blood <sep> 0.334448 <sep> Germany
ARAZCGZ1187B9A15FE <sep> Papas da Língua <sep> 0.385413 <sep> Brazil
ARMJ9S41187FB5044C <sep> NxZero <sep> 0.376646 <sep> Sao Paulo, Sao Paulo, BR
AR1LIGG1187FB3BAB8 <sep> Thomas Fehlmann <sep> 0.404661 <sep> Zurich, Canton of Zurich, CH
AROVIZH1187FB37B1A <sep> Monolake <sep> 0.457272 <sep> Berlin, Berlin, DE
ARQH9HE1187B99B4D0 <sep> Mokira <sep> 0.36052 <sep> Stockholm, Stockholm, SE
ARO6SRC1187FB4DC59 <sep> Wolfgang Voigt <sep> 0.327366 <sep> Cologne, Germany
AR9U1JR1187B9B161B <sep> Twerk <sep> 0.361368 <sep> Santa Cruz, CA, US
AR6RHW31187B9A9698 <sep> Murcof <sep> 0.473689 <sep> Tijuana, Baja California, MX
AR9FGBF1187B9B45C5 <sep> Rechenzentrum <sep> 0.399871 <sep> Berlin, Berlin, DE
AR2WQ301187B990BA5 <sep> Sy Smith <sep> 0.365787 <sep> New York, NY, US
ARQLDJI11E2835E116 <sep> Ebony Bones! <sep> 0.439242 <sep> London, England, GB
ARHV3FL1187B9AB20F <sep> DJ Sanj <sep> 0.382729 <sep> Ontario, CA
ARLICMV1187FB3D167 <sep> Manmohan Waris <sep> 0.401629 <sep> Surrey, British Columbia, CA
ARBBXEO1187FB411C3 <sep> Harbhajan Mann <sep> 0.400641 <sep> Middlesex, England, GB
ARCT2BM1187FB3D02A <sep> Babbu Maan <sep> 0.427988 <sep> Union City, CA, US
ARWCQQM1187FB3881C <sep> Kamal Heer <sep> 0.363978 <sep> Surrey, British Columbia, CA
ARHFFKD11E2835D097 <sep> Tiffany Giardina <sep> 0.365842 <sep> Waccabuc, NY, US
ARKWPWP124549A3B0B <sep> Alyson Stoner <sep> 0.445567 <sep> Los Angeles, CA, US
AR7JGAQ1187B9AC3C3 <sep> Gescom <sep> 0.376414 <sep> Sheffield, England, GB
AREA1BG1187B9B4D21 <sep> Metamatics <sep> 0.350469 <sep> United Kingdom
ARTACTG1187FB5BC9A <sep> Doctor Rockit <sep> 0.338444 <sep> United Kingdom
AREDKRR12086C115E7 <sep> Brutha <sep> 0.328265 <sep> Los Angeles, CA, US
ARSR51W1187B9A179C <sep> Nick Cannon <sep> 0.439447 <sep> San Diego, CA, US
AR2114P1187FB4049A <sep> Spearhead <sep> 0.35799 <sep> San Francisco, CA, US
ARHNHHV1187FB48017 <sep> Jay Brannan <sep> 0.42782 <sep> Texas, US
ARE7OYH1187B99F5AB <sep> Gentleman Reg <sep> 0.381402 <sep> Trenton, Ontario, CA
ARQ3ESO1187B99EF5B <sep> Cheka <sep> 0.436756 <sep> New York, NY, US
